parent_code,child_code
RECSVC_OTH,slc.40.1698.01
RECSVC_OTH,slc.40.1698.02
RECSVC_OTH,slc.40.1698.03
RECSVC_OTH,slc.40.1698.04
RECSVC_OTH,slc.40.1698.05
RECSVC_OTH,slc.40.1698.06
RECSVC_OTH,slc.40.1698.12
RECSVC_OTH,slc.40.1698.13
RECSVC_OTH,slc.40.1698.16
EXP,PLDEV
PLDEV,PLDEV_ZON
PLDEV_ZON,slc.40.1810.01
PLDEV_ZON,slc.40.1810.02
PLDEV_ZON,slc.40.1810.03
PLDEV_ZON,slc.40.1810.04
PLDEV_ZON,slc.40.1810.05
PLDEV_ZON,slc.40.1810.06
PLDEV_ZON,slc.40.1810.12
PLDEV_ZON,slc.40.1810.13
PLDEV_ZON,slc.40.1810.16
PLDEV,PLDEV_COM
PLDEV_COM,slc.40.1820.01
PLDEV_COM,slc.40.1820.02
PLDEV_COM,slc.40.1820.03
PLDEV_COM,slc.40.1820.04
PLDEV_COM,slc.40.1820.05
PLDEV_COM,slc.40.1820.06
PLDEV_COM,slc.40.1820.12
PLDEV_COM,slc.40.1820.13
PLDEV_COM,slc.40.1820.16
PLDEV,PLDEV_RES
PLDEV_RES,slc.40.1830.01
PLDEV_RES,slc.40.1830.02
PLDEV_RES,slc.40.1830.03
PLDEV_RES,slc.40.1830.04
PLDEV_RES,slc.40.1830.05
PLDEV_RES,slc.40.1830.06
PLDEV_RES,slc.40.1830.12
PLDEV_RES,slc.40.1830.13
PLDEV_RES,slc.40.1830.16
PLDEV,PLDEV_AGR
PLDEV_AGR,slc.40.1840.01
PLDEV_AGR,slc.40.1840.02
PLDEV_AGR,slc.40.1840.03
PLDEV_AGR,slc.40.1840.04
PLDEV_AGR,slc.40.1840.05
PLDEV_AGR,slc.40.1840.06
PLDEV_AGR,slc.40.1840.12
PLDEV_AGR,slc.40.1840.13
PLDEV_AGR,slc.40.1840.16
PLDEV,PLDEV_DRN
PLDEV_DRN,slc.40.1850.01
PLDEV_DRN,slc.40.1850.02
PLDEV_DRN,slc.40.1850.03
PLDEV_DRN,slc.40.1850.04
PLDEV_DRN,slc.40.1850.05
PLDEV_DRN,slc.40.1850.06
PLDEV_DRN,slc.40.1850.12
PLDEV_DRN,slc.40.1850.13
PLDEV_DRN,slc.40.1850.16
PLDEV,PLDEV_OTH
PLDEV_OTH,slc.40.1898.01
PLDEV_OTH,slc.40.1898.02
PLDEV_OTH,slc.40.1898.03
PLDEV_OTH,slc.40.1898.04
PLDEV_OTH,slc.40.1898.05
PLDEV_OTH,slc.40.1898.06
PLDEV_OTH,slc.40.1898.12
PLDEV_OTH,slc.40.1898.13
PLDEV_OTH,slc.40.1898.16
EXP,EXP_OTH
EXP_OTH,slc.40.1910.01
EXP_OTH,slc.40.1910.02
EXP_OTH,slc.40.1910.03
EXP_OTH,slc.40.1910.04
EXP_OTH,slc.40.1910.05
EXP_OTH,slc.40.1910.06
EXP_OTH,slc.40.1910.12
EXP_OTH,slc.40.1910.13
EXP_OTH,slc.40.1910.16
STF,STF_ADM
STF_ADM,STF_ADM_FT
STF_ADM_FT,slc.80.205.01
STF_ADM_FT,slc.80.305.01
STF_ADM,STF_ADM_PT
STF_ADM_PT,slc.80.205.02
STF_ADM_PT,slc.80.305.02
STF_ADM,STF_ADM_SEA
STF_ADM_SEA,slc.80.205.03
STF_ADM_SEA,slc.80.305.03
STF,STF_SEC
STF_SEC,STF_SEC_FIR
STF_SEC_FIR,STF_SEC_FIR_UNI
STF_SEC_FIR_UNI,STF_SEC_FIR_UNI_FT
STF_SEC_FIR_UNI_FT,slc.80.211.01
STF_SEC_FIR_UNI_FT,slc.80.311.01
STF_SEC_FIR_UNI,STF_SEC_FIR_UNI_PT
STF_SEC_FIR_UNI_PT,slc.80.211.02
STF_SEC_FIR_UNI_PT,slc.80.311.02
STF_SEC_FIR_UNI,STF_SEC_FIR_UNI_SEA
STF_SEC_FIR_UNI_SEA,slc.80.211.03
STF_SEC_FIR_UNI_SEA,slc.80.311.03
STF_SEC_FIR,STF_SEC_FIR_CIV
STF_SEC_FIR_CIV,STF_SEC_FIR_CIV_FT
STF_SEC_FIR_CIV_FT,slc.80.212.01
STF_SEC_FIR_CIV_FT,slc.80.312.01
STF_SEC_FIR_CIV,STF_SEC_FIR_CIV_PT
STF_SEC_FIR_CIV_PT,slc.80.212.02
STF_SEC_FIR_CIV_PT,slc.80.312.02
STF_SEC_FIR_CIV,STF_SEC_FIR_CIV_SEA
STF_SEC_FIR_CIV_SEA,slc.80.212.03
STF_SEC_FIR_CIV_SEA,slc.80.312.03
STF_SEC,STF_SEC_POL
STF_SEC_POL,STF_SEC_POL_UNI
STF_SEC_POL_UNI,STF_SEC_POL_UNI_FT
STF_SEC_POL_UNI_FT,slc.80.216.01
STF_SEC_POL_UNI_FT,slc.80.316.01
STF_SEC_POL_UNI,STF_SEC_POL_UNI_PT
STF_SEC_POL_UNI_PT,slc.80.216.02
STF_SEC_POL_UNI_PT,slc.80.316.02
STF_SEC_POL_UNI,STF_SEC_POL_UNI_SEA
STF_SEC_POL_UNI_SEA,slc.80.216.03
STF_SEC_POL_UNI_SEA,slc.80.316.03
STF_SEC_POL,STF_SEC_POL_CIV
STF_SEC_POL_CIV,STF_SEC_POL_CIV_FT
STF_SEC_POL_CIV_FT,slc.80.217.01
STF_SEC_POL_CIV_FT,slc.80.317.01
STF_SEC_POL_CIV,STF_SEC_POL_CIV_PT
STF_SEC_POL_CIV_PT,slc.80.217.02
STF_SEC_POL_CIV_PT,slc.80.317.02
STF_SEC_POL_CIV,STF_SEC_POL_CIV_SEA
STF_SEC_POL_CIV_SEA,slc.80.217.03
STF_SEC_POL_CIV_SEA,slc.80.317.03
STF_SEC,STF_SEC_CRT
STF_SEC_CRT,STF_SEC_CRT_UNI
STF_SEC_CRT_UNI,STF_SEC_CRT_UNI_FT
STF_SEC_CRT_UNI_FT,slc.80.261.01
STF_SEC_CRT_UNI_FT,slc.80.361.01
STF_SEC_CRT_UNI,STF_SEC_CRT_UNI_PT
STF_SEC_CRT_UNI_PT,slc.80.261.02
STF_SEC_CRT_UNI_PT,slc.80.361.02
STF_SEC_CRT_UNI,STF_SEC_CRT_UNI_SEA
STF_SEC_CRT_UNI_SEA,slc.80.261.03
STF_SEC_CRT_UNI_SEA,slc.80.361.03
STF_SEC_CRT,STF_SEC_CRT_CIV
STF_SEC_CRT_CIV,STF_SEC_CRT_CIV_FT
STF_SEC_CRT_CIV_FT,slc.80.262.01
STF_SEC_CRT_CIV_FT,slc.80.362.01
STF_SEC_CRT_CIV,STF_SEC_CRT_CIV_PT
STF_SEC_CRT_CIV_PT,slc.80.262.02
STF_SEC_CRT_CIV_PT,slc.80.362.02
STF_SEC_CRT_CIV,STF_SEC_CRT_CIV_SEA
STF_SEC_CRT_CIV_SEA,slc.80.262.03
STF_SEC_CRT_CIV_SEA,slc.80.362.03
STF_SEC,STF_SEC_PRT
STF_SEC_PRT,STF_SEC_PRT_UNI
STF_SEC_PRT_UNI,STF_SEC_PRT_UNI_FT
STF_SEC_PRT_UNI_FT,slc.80.264.01
STF_SEC_PRT_UNI_FT,slc.80.364.01
STF_SEC_PRT_UNI,STF_SEC_PRT_UNI_PT
STF_SEC_PRT_UNI_PT,slc.80.264.02
STF_SEC_PRT_UNI_PT,slc.80.364.02
STF_SEC_PRT_UNI,STF_SEC_PRT_UNI_SEA
STF_SEC_PRT_UNI_SEA,slc.80.264.03
STF_SEC_PRT_UNI_SEA,slc.80.364.03
STF_SEC_PRT,STF_SEC_PRT_CIV
STF_SEC_PRT_CIV,STF_SEC_PRT_CIV_FT
STF_SEC_PRT_CIV_FT,slc.80.265.01
STF_SEC_PRT_CIV_FT,slc.80.365.01
STF_SEC_PRT_CIV,STF_SEC_PRT_CIV_PT
STF_SEC_PRT_CIV_PT,slc.80.265.02
STF_SEC_PRT_CIV_PT,slc.80.365.02
STF_SEC_PRT_CIV,STF_SEC_PRT_CIV_SEA
STF_SEC_PRT_CIV_SEA,slc.80.265.03
STF_SEC_PRT_CIV_SEA,slc.80.365.03
STF,STF_TRN
STF_TRN,STF_TRN_FT
STF_TRN_FT,slc.80.220.01
STF_TRN_FT,slc.80.320.01
STF_TRN,STF_TRN_PT
STF_TRN_PT,slc.80.220.02
STF_TRN_PT,slc.80.320.02
STF_TRN,STF_TRN_SEA
STF_TRN_SEA,slc.80.220.03
STF_TRN_SEA,slc.80.320.03
STF,STF_PBW
STF_PBW,STF_PBW_FT
STF_PBW_FT,slc.80.225.01
STF_PBW_FT,slc.80.325.01
STF_PBW,STF_PBW_PT
STF_PBW_PT,slc.80.225.02
STF_PBW_PT,slc.80.325.02
STF_PBW,STF_PBW_SEA
STF_PBW_SEA,slc.80.225.03
STF_PBW_SEA,slc.80.325.03
STF,STF_HLT
STF_HLT,STF_HLT_AMB
STF_HLT_AMB,STF_HLT_AMB_UNI
STF_HLT_AMB_UNI,STF_HLT_AMB_UNI_FT
STF_HLT_AMB_UNI_FT,slc.80.228.01
STF_HLT_AMB_UNI_FT,slc.80.328.01
STF_HLT_AMB_UNI,STF_HLT_AMB_UNI_PT
STF_HLT_AMB_UNI_PT,slc.80.228.02
STF_HLT_AMB_UNI_PT,slc.80.328.02
STF_HLT_AMB_UNI,STF_HLT_AMB_UNI_SEA
STF_HLT_AMB_UNI_SEA,slc.80.228.03
STF_HLT_AMB_UNI_SEA,slc.80.328.03
STF_HLT_AMB,STF_HLT_AMB_CIV
STF_HLT_AMB_CIV,STF_HLT_AMB_CIV_FT
STF_HLT_AMB_CIV_FT,slc.80.229.01
STF_HLT_AMB_CIV_FT,slc.80.329.01
STF_HLT_AMB_CIV,STF_HLT_AMB_CIV_PT
STF_HLT_AMB_CIV_PT,slc.80.229.02
STF_HLT_AMB_CIV_PT,slc.80.329.02
STF_HLT_AMB_CIV,STF_HLT_AMB_CIV_SEA
STF_HLT_AMB_CIV_SEA,slc.80.229.03
STF_HLT_AMB_CIV_SEA,slc.80.329.03
STF_HLT,STF_HLT_HLS
STF_HLT_HLS,STF_HLT_HLS_FT
STF_HLT_HLS_FT,slc.80.230.01
STF_HLT_HLS_FT,slc.80.330.01
STF_HLT_HLS,STF_HLT_HLS_PT
STF_HLT_HLS_PT,slc.80.230.02
STF_HLT_HLS_PT,slc.80.330.02
STF_HLT_HLS,STF_HLT_HLS_SEA
STF_HLT_HLS_SEA,slc.80.230.03
STF_HLT_HLS_SEA,slc.80.330.03
STF_HLT,STF_HLT_HFA
STF_HLT_HFA,STF_HLT_HFA_FT
STF_HLT_HFA_FT,slc.80.235.01
STF_HLT_HFA_FT,slc.80.335.01
STF_HLT_HFA,STF_HLT_HFA_PT
STF_HLT_HFA_PT,slc.80.235.02
STF_HLT_HFA_PT,slc.80.335.02
STF_HLT_HFA,STF_HLT_HFA_SEA
STF_HLT_HFA_SEA,slc.80.235.03
STF_HLT_HFA_SEA,slc.80.335.03
STF,STF_OSS
STF_OSS,STF_OSS_FT
STF_OSS_FT,slc.80.240.01
STF_OSS_FT,slc.80.340.01
STF_OSS,STF_OSS_PT
STF_OSS_PT,slc.80.240.02
STF_OSS_PT,slc.80.340.02
STF_OSS,STF_OSS_SEA
STF_OSS_SEA,slc.80.240.03
STF_OSS_SEA,slc.80.340.03
STF,STF_PKR
STF_PKR,STF_PKR_FT
STF_PKR_FT,slc.80.245.01
STF_PKR_FT,slc.80.345.01
STF_PKR,STF_PKR_PT
STF_PKR_PT,slc.80.245.02
STF_PKR_PT,slc.80.345.02
STF_PKR,STF_PKR_SEA
STF_PKR_SEA,slc.80.245.03
STF_PKR_SEA,slc.80.345.03
STF,STF_LIB
STF_LIB,STF_LIB_FT
STF_LIB_FT,slc.80.250.01
STF_LIB_FT,slc.80.350.01
STF_LIB,STF_LIB_PT
STF_LIB_PT,slc.80.250.02
STF_LIB_PT,slc.80.350.02
STF_LIB,STF_LIB_SEA
STF_LIB_SEA,slc.80.250.03
STF_LIB_SEA,slc.80.350.03
STF,STF_PLN
STF_PLN,STF_PLN_FT
STF_PLN_FT,slc.80.255.01
STF_PLN_FT,slc.80.355.01
STF_PLN,STF_PLN_PT
STF_PLN_PT,slc.80.255.02
STF_PLN_PT,slc.80.355.02
STF_PLN,STF_PLN_SEA
STF_PLN_SEA,slc.80.255.03
STF_PLN_SEA,slc.80.355.03
STF,STF_OTH
STF_OTH,STF_OTH_FT
STF_OTH_FT,slc.80.290.01
STF_OTH_FT,slc.80.390.01
STF_OTH,STF_OTH_PT
STF_OTH_PT,slc.80.290.02
STF_OTH_PT,slc.80.390.02
STF_OTH,STF_OTH_SEA
STF_OTH_SEA,slc.80.290.03
STF_OTH_SEA,slc.80.390.03
